Reviews,stars,name,location 
Showed up 30 minutes early intending to grab a drink at the bar before hand but was given to option to sit down immediately which was nice. Ambiance was great. Food was very affordable and delicious. Wine list was very robust. I would go back.,5,GC102,New York Area
"This place is quite romantic. The downstairs dining area is all candlelit which does mean you might have to bring the menus up to the candle if your eyesight isn't that good, but it makes for an extremely romantic setting.  Started off with the stuffed Artichoke appetizer which is large enough for two people to share. The artichoke was very very tasty. Then I ordered the wheat pasta with duck ragu which was superb. A little bit of a smaller portion size than I had anticipated, but tasty enough that I could overlook that. Only true negative I have about the dish was that the pasta was slightly under-cooked; and that's coming from someone who likes pasta al dente.  The waiters were extremely attentive and friendly.  Overall, excellent",5,OpenTable Diner,New York Area
"Love the food , great customer services! Excellent hemisphere.. I would go back again !",4,Kathyazul,New York Area
"Amazing food, favourite place for pasta in the city, and $11 weekday lunch!",5,RachelC,Philadelphia
Had a great birthday celebration here - delicious food and a fun atmosphere!,5,OpenTable Diner,Detroit
love the intimate tight setting as you get to know your neighbors and enjoy freshly prepared pasta.,5,ezbfoodie,New York Area
Fantastic restaurant. Staff excellent. Highly recommend,5,OpenTable Diner,New York Area
"Ottima esperienza.  Locale piccolo, ma accogliente. Personale molto gentile. Che dire, un angolo d’Italia nell’immensa New York!",5,OpenTable Diner,New York Area
The food and service were both excellent. Very fresh &amp; authentic southern Italian food.,5,Italianhyde,New York Area
"Great service, excellently experience! We will be back",5,AROD,Tampa
Lugar muy pequeño con mesas muy juntas. La comida y la atención es muy buena,4,OpenTable Diner,New York Area
Surprisingly delicious! We loved it!,5,OpenTable Diner,New York Area
I found this teeny tiny place on Open Table - made reservations and when 2 different sets of NY friends heard - they said - thats the one place we would have told you to go to!!  It was wonderful and we had a fantastic meal - not a complaint from one of the 4 of us.  The arancini balls were so good - some of the best ever. The pastas were cooked to perfection! If you like really good Italian food - this is the place.  One word of caution tho - you have to like people as the tables are very close and you do get to know your neighbors in a wonderful and friendly way.  This place only seats about 35 people.  I wouldn't miss it and would definitely go back.,5,Fiona,New England
"VERY small and tight restaurant.  The food was ok, very salty.",3,KenK,New York Area
"Tutto eccellente, il cibo, il servizio, l’atmosfera. Veramente ottimo. Pasta buonissima, vino a prezzo contenuto per gli standard americani e Roberto eccezionale. Ci tornerò",5,OpenTable Diner,New York Area
"Hands down one of the best authentic Italian meals i've had in an incredibly long time....and i've lived in the city for 12 years.  Pretty awesome staff, too.  Ambiance is fun and super festive! Great for a fun night out or when you just need some home cooked italian goodness. Extremely impressed!",5,OpenTable Diner,New York Area
It was Christmas Day very small but servers were happy and a pleasure to be with. Authentic Italian food.,4,Pleased,New York Area
"We had an amazing time!! We went for Christmas dinner and even though the restaurant was jam packed, the service was great and each dish was more delicious than the last. This restaurant is so authentic, the food is served just like it would be in Italy. The pastas are fantastic. Two people at our ordered the branzino and said it was the best that they had ever had.  I highly recommend the involtini appetizer, we ordered a second one because it was that good. The whole experience, being that it was a holiday, made it feel like we were home or at a party with family. This place is at the top of my list of best Italian in NYC. Can't wait to go back and try some other selections on the menu",5,candicaneadventures,New York Area
Very nice atmosphere - tasteful food with an interesting presentation,4,OpenTable Diner,New York Area
"Good Italian's restaurant in Soho with sicilian's specialities; very great menu, especially I raccomande to taste pasta. Good wine list and great service. Staff is friendly and helpful.",4,OpenTable Diner,New York Area
"great place for catching up with friends, exposed brick, dark wood, great italian food...",5,OpenTable Diner,New York Area
"Amazing , best Christmas Eve ever , the food was good and magic place",5,Cambridgino,London
"Awesome Italian! The service was great. I had the pasta &amp; wild boar, best meal ever. Do yourself a favor and dine here!",5,OpenTable Diner,San Francisco
"INCREDIBLE experience at this Sicilian Restaurant, food is to die for, octopus mouth watering, swordfish appetizer wonderful flavors, PASTA dishes were recommended to us by our amazing host Roberto, some of the tastiest dishes we’ve ever had, the attention to detail is memorable.  Our waitress Maya was incredibly attentive and even though the restaurant became busy everything was managed so well.  Such a great place, definitely going back.",5,OpenTable Diner,New York Area
Very nice food in very crowded little place nice staff,5,OpenTable Diner,London
Awesome restaurant! It surprised us all with great food and incredible atmosphere.,5,2gramsmusic,New York Area
